term,estimate,std.error,statistic,p.value,model,outcome
surg_cont,-0.009294545126833503,0.09053617982554865,-0.1026611145372256,0.9182319366278016,Proportional Hazards,(1) Any VTE
siteNC,-0.207476122594821,0.1376413090464193,-1.50736812975856,0.13171632314999626,Proportional Hazards,(1) Any VTE
siteSC,-0.15429948978026903,0.13713113998924237,-1.12519658038556,0.2605057418992348,Proportional Hazards,(1) Any VTE
age,0.02949387021481093,0.003467561508105482,8.505651636133498,1.805784293452033e-17,Proportional Hazards,(1) Any VTE
bmi,0.03458938130266334,0.0046850986740582575,7.3828501188645905,1.5493641460563896e-13,Proportional Hazards,(1) Any VTE
GENDERM,0.09549891820357727,0.07700516616045862,1.2401624847426795,0.21491530123041633,Proportional Hazards,(1) Any VTE
diabetes,-0.08273956835917991,0.08342719086294995,-0.9917578130504282,0.32131568152558593,Proportional Hazards,(1) Any VTE
raceethHispanic,-0.24989344925328166,0.10211695546314506,-2.4471298436180904,0.014399895241564303,Proportional Hazards,(1) Any VTE
raceethOther,-0.21201592974524827,0.20171701633011396,-1.0510562450432042,0.2932327582915287,Proportional Hazards,(1) Any VTE
raceethUnknown,-0.5346032299594218,0.3867453208302295,-1.3823133756648547,0.16687550077724939,Proportional Hazards,(1) Any VTE
raceethWhite,-0.024767813608114433,0.08905086487461353,-0.27813108433015565,0.7809117349054682,Proportional Hazards,(1) Any VTE
insulin,0.3080991165285607,0.09731006445926745,3.166158796015662,0.0015446644410343805,Proportional Hazards,(1) Any VTE
elix_cat,0.31637385199767276,0.0336217060888113,9.409809578430533,4.970365536328547e-21,Proportional Hazards,(1) Any VTE
util_count,0.03372738021760861,0.005757467484501512,5.858023568244045,4.684081891231855e-9,Proportional Hazards,(1) Any VTE
dysl,-0.023160500708359854,0.07656997127681035,-0.3024749823221384,0.7622900020342673,Proportional Hazards,(1) Any VTE
"Smoking2Never, Self-Report",-0.0991022841605874,0.06898195067921789,-1.4366407905951524,0.15082008691274004,Proportional Hazards,(1) Any VTE
